workbook_sheet,item_type,title,league,relationship,mechanic,format,existing_support,disposition,destination,imported_count,creator_reachable,public_reachable,provenance_status,notes
GAME_IDEAS_2026_EXPANSION,game_idea,Fight Song Lyrics ID,CFB,band_and_fight_song_history,Multiple choice,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Odd Mascot Out,Both,mascot_and_nickname,Odd one out,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Capacity Ladder: National,Both,stadium_name_and_capacity,Higher/Lower,Guess Ladder,DATA READY - national (all 67 P4 teams already covered for this field),ENHANCED_EXISTING,existing CFB Stadium Capacity higher/lower mode,,NO,NO,PENDING_CLAUDE,"Idea is a real, legitimate scale-up (every FBS+NFL venue) of an already-live mode -- not built wider this pass."
GAME_IDEAS_2026_EXPANSION,game_idea,Venue Geography Map,Both,location_city_state,Map/Geography,Map Overlay,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Surface Sort,Both,stadium_surface_and_opened_year,Sorting,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Attendance Record Duel,Both,record_attendance,Higher/Lower,Head-to-Head Split Screen,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Naming Rights History,NFL,stadium_naming_rights_deal,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Home Field Advantage Estimator,Both,"current_season_results, all_time_record",Trivia,Meter / Gauge Dial,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Award Glossary Match: Expanded,CFB,national_award_catalog,Matching,Trophy Case Shelf,DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,cfb_awards / cfb_award_facts / cfb_all_america_certified,,NO,NO,PENDING_CLAUDE,Real award/All-America tables already exist in the Engine independent of this workbook; this idea's mechanic (matching/sorting/bracket/trivia) is already proven elsewhere. Not rebuilt this pass.
GAME_IDEAS_2026_EXPANSION,game_idea,Heisman History Ladder,CFB,national_award_winners,Sorting,Leaderboard Ticker,DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,cfb_awards / cfb_award_facts / cfb_all_america_certified,,NO,NO,PENDING_CLAUDE,Real award/All-America tables already exist in the Engine independent of this workbook; this idea's mechanic (matching/sorting/bracket/trivia) is already proven elsewhere. Not rebuilt this pass.
GAME_IDEAS_2026_EXPANSION,game_idea,All-America Roster Builder,CFB,all_america_teams,Draft/build,Roster Board / List Builder,DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,cfb_awards / cfb_award_facts / cfb_all_america_certified,,NO,NO,PENDING_CLAUDE,Real award/All-America tables already exist in the Engine independent of this workbook; this idea's mechanic (matching/sorting/bracket/trivia) is already proven elsewhere. Not rebuilt this pass.
GAME_IDEAS_2026_EXPANSION,game_idea,Weekly Honor Roll,Both,weekly_conference_honors,Current-events matching,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Award Bracket,Both,national_award_catalog,Bracket,Bracket Tree,DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,cfb_awards / cfb_award_facts / cfb_all_america_certified,,NO,NO,PENDING_CLAUDE,Real award/All-America tables already exist in the Engine independent of this workbook; this idea's mechanic (matching/sorting/bracket/trivia) is already proven elsewhere. Not rebuilt this pass.
GAME_IDEAS_2026_EXPANSION,game_idea,One-Award Wonder,Both,national_award_winners,Trivia,Card Stack Progressive Clue,DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,cfb_awards / cfb_award_facts / cfb_all_america_certified,,NO,NO,PENDING_CLAUDE,Real award/All-America tables already exist in the Engine independent of this workbook; this idea's mechanic (matching/sorting/bracket/trivia) is already proven elsewhere. Not rebuilt this pass.
GAME_IDEAS_2026_EXPANSION,game_idea,Color Swatch Match: National,Both,primary_secondary_colors_hex,Matching,Color Swatch Match,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Alternate Jersey ID,Both,uniform_eras_and_alternates,Multiple choice,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Helmet Era Timeline,Both,uniform_eras_and_alternates,Timeline,Timeline Ribbon,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Color Rivalry Clash,Both,"primary_secondary_colors_hex, rivalry_list_and_trophy_names",Higher/Lower,Rivalry Scoreboard Duel,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Opponent Blitz: National,CFB,current_season_results (schedule),Rapid fire,Quiz-Show Podium,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Margin Madness: National,Both,final_score_and_result,Higher/Lower,Guess Ladder,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Upset Alert,Both,current_season_results,Prediction,Head-to-Head Split Screen,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Bye Week Bracket,Both,current_season_results (schedule),Sorting,Grid Board (Tic-Tac-Toe style),DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Streak Tracker,Both,current_season_results,Trivia,Leaderboard Ticker,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Box Score Blackout,Both,box_score_by_category,Higher/Lower,Box Score Reveal Sheet,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Ranked Matchup Meter,Both,"current_season_results, preseason_ap_rank",Prediction,Meter / Gauge Dial,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Weekly Pick'em Grid,Both,current_season_results (schedule),Prediction,Weekly Pick'em Grid,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Mock Draft Big Board,NFL,"draft_year_round_pick, position_primary, combine_measurables",Draft/build,Mock Draft Big Board,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Draft Slot Detective,NFL,"combine_measurables, previous_college_history_ordered, draft_year_round_pick",Progressive clue,Card Stack Progressive Clue,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Trade Up or Stay Put,NFL,draft_day_trade_log,Decision-sim,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Draft Class Reunion,NFL,draft_year_round_pick,Matching,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Combine Numbers Duel,NFL,combine_measurables,Higher/Lower,Head-to-Head Split Screen,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Steal or Bust Ladder,NFL,"draft_year_round_pick, career_stat_totals",Trivia,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Cap Space Budget Bar,NFL,"salary_cap_space_public, contract_years_and_tier",Budget/build,Cap Space Budget Bar,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Contract Tier Ladder,NFL,contract_years_and_tier,Sorting,Leaderboard Ticker,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Extension Watch,NFL,contract_years_and_tier,Prediction,Quiz-Show Podium,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Cap Casualty Countdown,NFL,"contract_years_and_tier, transaction_history",Trivia,Guess Ladder,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Cut or Keep?: Live Season,NFL,transaction_history,Elimination,Guess Ladder,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Waiver Wire Watch,NFL,transaction_history,Matching,Grid Board (Tic-Tac-Toe style),DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,"GRID_BOARD-style capability already live; this idea is a real variant of it, not new capability."
GAME_IDEAS_2026_EXPANSION,game_idea,Trade Deadline Board: Season Long,NFL,trade_compensation_details,Matching,Grid Board (Tic-Tac-Toe style),DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,"GRID_BOARD-style capability already live; this idea is a real variant of it, not new capability."
GAME_IDEAS_2026_EXPANSION,game_idea,Practice Squad Poach,NFL,transaction_history,Trivia,Quiz-Show Podium,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,IR Return Tracker,NFL,injury_availability_status,Sorting,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Starter or Backup?: National,NFL,depth_chart_role,Two-choice,Two-Deep Flip Cards,"DATA READY - sample teams only (the ~10 COMPLETE_RICH programs: Alabama, Georgia, Oklahoma, Ohio State, Oregon, Michigan, Tennessee, Texas, Texas A&M, UCLA)",DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,Depth Chart Pyramid Builder,Both,"depth_chart_role, position_primary",Build,Depth-Chart Pyramid,"DATA READY - sample teams only (the ~10 COMPLETE_RICH programs: Alabama, Georgia, Oklahoma, Ohio State, Oregon, Michigan, Tennessee, Texas, Texas A&M, UCLA)",DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,QB Room Roll Call,NFL,"depth_chart_role, position_primary",Who Am I,Card Stack Progressive Clue,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Snap Count Sort,NFL,snap_counts,Sorting,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Alumni Ladder: Full Refresh,NFL/CFB,nfl_alumni_active_roster_count,Higher/Lower,Guess Ladder,DATA READY - national (all 67 P4 teams already covered for this field),DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,Draft Class by School,NFL/CFB,"nfl_alumni_active_roster_count, draft_year_round_pick",Sorting,Leaderboard Ticker,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Position Pipeline Match,NFL/CFB,"nfl_alumni_active_roster_count, position_primary",Matching,Grid Board (Tic-Tac-Toe style),DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Same School Sunday,NFL/CFB,nfl_alumni_active_roster_count,Trivia,Card Stack Progressive Clue,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Efficiency Higher/Lower,Both,box_score_by_category (derived efficiency),Higher/Lower,Guess Ladder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Hidden Yardage Hunt,Both,box_score_by_category,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Grade the Game,Both,season_stat_line (derived grade),Estimation,Meter / Gauge Dial,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Analytics Trivia Glossary,Both,n/a (glossary content),Multiple choice,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Daily Streak Calendar,Both,"n/a (engine/session data, not football data)",Streak/daily,Calendar Heatmap,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Football Feud,Both,varies by round,Party/multiplayer,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Live Draft Night,Both,"season_stat_line, position_primary",Draft/build,Snake Draft Board,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Badge Rush,Both,"n/a (engine/session data, not football data)",Progression/meta,Badge / Achievement Wall,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Connections: Football Edition,Both,varies by category set,Grouping,Connections 4x4,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Rank the Week,Both,"season_stat_line, current_season_results",Tier list,Tier-List Drag Board,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Group Pick'em League,Both,current_season_results (schedule),Prediction/social,Weekly Pick'em Grid,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Kicker Range Ladder,Both,season_stat_line (kicking),Higher/Lower,Guess Ladder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Return Man Radar,Both,"season_stat_line (returns), position_primary",Progressive clue,Card Stack Progressive Clue,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Fake Punt or Not?,Both,scoring_plays_by_quarter,Prediction,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Onside Kick Odds,Both,n/a (league-wide historical rate),Estimation,Meter / Gauge Dial,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Blocked Kick Bingo,Both,notable_records_set,Bingo/Grid,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Punter Personality Match,Both,bio_blurb,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Hang Time Higher/Lower,Both,season_stat_line (punting),Higher/Lower,Guess Ladder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Availability Ladder: National,Both,injury_availability_status,Sorting,Guess Ladder,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Next Man Up,Both,"injury_availability_status, depth_chart_role",Matching,Two-Deep Flip Cards,DATA READY - national (all 67 P4 teams already covered for this field),BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Marked DATA READY by the workbook, but the underlying field (contract_years_and_tier / transaction_history / injury_availability_status at national breadth) is not actually present in this workbook or the Engine at the claimed breadth -- verified directly, not assumed."
GAME_IDEAS_2026_EXPANSION,game_idea,Return Timeline Guess,Both,injury_availability_status,Estimation,Meter / Gauge Dial,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Iron Man Streak,Both,injury_availability_status,Trivia,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Broadcast Booth Match,Both,broadcast_network,Matching,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
